Symbol,Name,1D_Chart,Price_intraday,Change,Change_pct
^110015-USD-GRTR,MSCI ACWI exJP/INDUSTRI GRTR US,https://finance.yahoo.com/chart/%5E110015-USD-GRTR,732.41,+7.43,+1.02%
^CRSPTMT,CRSP US Total Market TR Index,https://finance.yahoo.com/chart/%5ECRSPTMT,"5,512.91",+55.93,+1.02%
^NQUSM35102015,Nasdaq US Mid Cap Hotel and Lod,https://finance.yahoo.com/chart/%5ENQUSM35102015,340.38,+3.45,+1.02%
^650276-USD-NETR,MSCI BRAZIL LARGE GROWT NETR US,https://finance.yahoo.com/chart/%5E650276-USD-NETR,551.68,+5.60,+1.02%
^SPXLQ3UP,S&P 500 130/30 Inverse-Quality,https://finance.yahoo.com/chart/%5ESPXLQ3UP,496.89,+5.04,+1.02%
^BKLTL,S&P ADR Latin America Telecom (,https://finance.yahoo.com/chart/%5EBKLTL,123.24,+1.25,+1.02%
^730950-USD-NETR,MSCI ACWI IMI SELECT TO NETR US,https://finance.yahoo.com/chart/%5E730950-USD-NETR,"4,208.29",+42.67,+1.02%
^DJUSIS,Dow Jones U.S. Support Services,https://finance.yahoo.com/chart/%5EDJUSIS,929.77,+9.43,+1.02%
^NQUSB50204020T,Nasdaq US Benchmark Machinery:,https://finance.yahoo.com/chart/%5ENQUSB50204020T,"2,674.38",+27.12,+1.02%
^661811-USD-STRD,MSCI EM EMEA SMID VALUE,https://finance.yahoo.com/chart/%5E661811-USD-STRD,581.90,+5.90,+1.02%
^117538-NOK-GRTR,MSCI NO/CONSUMER STAPLE GRTR NO,https://finance.yahoo.com/chart/%5E117538-NOK-GRTR,376.01,+3.81,+1.02%
^NQTR40T,Nasdaq Turkey Consumer Discreti,https://finance.yahoo.com/chart/%5ENQTR40T,"3,320.46",+33.66,+1.02%
^ICEUS1K,NYSE U.S. 1000 Index,https://finance.yahoo.com/chart/%5EICEUS1K,"13,234.61",+134.17,+1.02%
^DWCARD,Dow Jones U.S. Aerospace & Defe,https://finance.yahoo.com/chart/%5EDWCARD,"28,103.65",+284.88,+1.02%
^SPXL3DUP,S&P 500 130/30 Inverse-Quality,https://finance.yahoo.com/chart/%5ESPXL3DUP,483.43,+4.90,+1.02%
^SCHR-EU,Schwab Intermediate Term U.S. T,https://finance.yahoo.com/chart/%5ESCHR-EU,"73,816.32",+748.18,+1.02%
^NQTR40,Nasdaq Turkey Consumer Discreti,https://finance.yahoo.com/chart/%5ENQTR40,"2,930.79",+29.71,+1.02%
^756513-USD-NETR,MSCI NEW ZEALAND ALL CA NETR US,https://finance.yahoo.com/chart/%5E756513-USD-NETR,"2,115.59",+21.39,+1.02%
^112499-USD-GRTR,MSCI KOKUSAI/INDUSTRIAL GRTR US,https://finance.yahoo.com/chart/%5E112499-USD-GRTR,805.15,+8.16,+1.02%
^VOE-NV,Vanguard Mid Cap Value ETF (Net,https://finance.yahoo.com/chart/%5EVOE-NV,165.63,+1.68,+1.02%
^753943-EUR-GRTR,MSCI WORLD SELECT HYDRO GRTR EU,https://finance.yahoo.com/chart/%5E753943-EUR-GRTR,"3,475.74",+35.22,+1.02%
^TR20DT,Dow Jones Turkey Titans 20 Tota,https://finance.yahoo.com/chart/%5ETR20DT,786.50,+7.97,+1.02%
^722094-USD-NETR,MSCI CHINA INFORMATION NETR USD,https://finance.yahoo.com/chart/%5E722094-USD-NETR,"1,430.02",+14.48,+1.02%
^NQTR40N,Nasdaq Turkey Consumer Discreti,https://finance.yahoo.com/chart/%5ENQTR40N,"3,266.81",+33.10,+1.02%
^664457-TWD-GRTR,MSCI TAIWAN IMI GROWTH GRTR TWD,https://finance.yahoo.com/chart/%5E664457-TWD-GRTR,"6,929.76",+70.22,+1.02%
^664457-TWD-NETR,MSCI TAIWAN IMI GROWTH NETR TWD,https://finance.yahoo.com/chart/%5E664457-TWD-NETR,"6,196.94",+62.79,+1.02%
^664457-TWD-STRD,MSCI TAIWAN IMI GROWTH STRD TWD,https://finance.yahoo.com/chart/%5E664457-TWD-STRD,"4,039.74",+40.93,+1.02%
^756502-EUR-STRD,MSCI WORLD CARBON TRANS STRD EU,https://finance.yahoo.com/chart/%5E756502-EUR-STRD,"2,798.58",+28.35,+1.02%
^NQDM5510LMN,Nasdaq Developed Markets Basic,https://finance.yahoo.com/chart/%5ENQDM5510LMN,"1,590.98",+16.12,+1.02%
^NQDXHKT,NASDAQ AlphaDEX Hong Kong TR In,https://finance.yahoo.com/chart/%5ENQDXHKT,"1,037.77",+10.51,+1.02%
^NQDXHKN,NASDAQ AlphaDEX Hong Kong NTR I,https://finance.yahoo.com/chart/%5ENQDXHKN,"1,037.42",+10.51,+1.02%
^DWCBSC,Dow Jones U.S. Basic Resources,https://finance.yahoo.com/chart/%5EDWCBSC,"3,313.70",+33.57,+1.02%
^653234-USD-GRTR,MSCI USA MID/INDUSTRIAL GRTR US,https://finance.yahoo.com/chart/%5E653234-USD-GRTR,"5,015.35",+50.81,+1.02%
^106712-EUR-GRTR,MSCI EMU/CONSUMER SVC GRTR EUR,https://finance.yahoo.com/chart/%5E106712-EUR-GRTR,219.18,+2.22,+1.02%
^112499-USD-NETR,MSCI KOKUSAI/INDUSTRIAL NETR US,https://finance.yahoo.com/chart/%5E112499-USD-NETR,697.99,+7.07,+1.02%
^737718-EUR-STRD,MSCI WORLD SUSTAINABLE STRD EUR,https://finance.yahoo.com/chart/%5E737718-EUR-STRD,"2,541.24",+25.74,+1.02%
^112499-USD-STRD,MSCI KOKUSAI/INDUSTRIALS,https://finance.yahoo.com/chart/%5E112499-USD-STRD,456.16,+4.62,+1.02%
^706048-JPY-STRD,MSCI WORLD DIVERSIFIED STRD JPY,https://finance.yahoo.com/chart/%5E706048-JPY-STRD,"5,457.25",+55.28,+1.02%
^722094-USD-STRD,MSCI CHINA INFORMATION TECHNOLO,https://finance.yahoo.com/chart/%5E722094-USD-STRD,"1,283.53",+12.99,+1.02%
^NQEMASIA15N,Nasdaq EM Asia Telecommunicatio,https://finance.yahoo.com/chart/%5ENQEMASIA15N,"1,390.35",+14.08,+1.02%
^NQEMASIA15,Nasdaq EM Asia Telecommunicatio,https://finance.yahoo.com/chart/%5ENQEMASIA15,994.93,+10.08,+1.02%
^700713-EUR-NETR,MSCI WORLD ESG LEADERS NETR EUR,https://finance.yahoo.com/chart/%5E700713-EUR-NETR,399.95,+4.05,+1.02%
^SPXL3DUT,S&P 500 130/30 Inverse-Quality,https://finance.yahoo.com/chart/%5ESPXL3DUT,850.15,+8.61,+1.02%
^TR20D,Dow Jones Turkey Titans 20 Inde,https://finance.yahoo.com/chart/%5ETR20D,474.00,+4.80,+1.02%
^145827-CHF-NETR,MSCI EMU QUALITY NETR CHF,https://finance.yahoo.com/chart/%5E145827-CHF-NETR,"2,904.12",+29.41,+1.02%
^SPXLQ3UN,S&P 500 130/30 Inverse-Quality,https://finance.yahoo.com/chart/%5ESPXLQ3UN,269.64,+2.73,+1.02%
^SP500PG,S&P 500 Pure Growth,https://finance.yahoo.com/chart/%5ESP500PG,"22,011.19",+222.81,+1.02%
^739054-EUR-DIV,WORLD ESG LEADERS 2.5% D DIV EU,https://finance.yahoo.com/chart/%5E739054-EUR-DIV,"2,902.94",+29.38,+1.02%
^115543-GBP-STRD,MSCI GB/INFORMATION TEC STRD GB,https://finance.yahoo.com/chart/%5E115543-GBP-STRD,75.07,+0.76,+1.02%
^753943-EUR-STRD,MSCI WORLD SELECT HYDRO STRD EU,https://finance.yahoo.com/chart/%5E753943-EUR-STRD,"2,813.52",+28.47,+1.02%
^SP500EW-15,S&P 500 EQUAL WEIGHTED Material,https://finance.yahoo.com/chart/%5ESP500EW-15,"4,514.86",+45.69,+1.02%
^NQUSB40401020LMN,Nasdaq US Apparel Retailers Lar,https://finance.yahoo.com/chart/%5ENQUSB40401020LMN,"2,781.69",+28.15,+1.02%
^NQEU45,Nasdaq Europe Consumer Staples,https://finance.yahoo.com/chart/%5ENQEU45,829.18,+8.39,+1.02%
^SP500-20101010,S&P 500 Aerospace & Defense (Su,https://finance.yahoo.com/chart/%5ESP500-20101010,"1,770.02",+17.91,+1.02%
^NQDXHK,NASDAQ AlphaDEX Hong Kong Index,https://finance.yahoo.com/chart/%5ENQDXHK,707.02,+7.15,+1.02%
^PYZ-IV,Invesco DWA Basic Materials Mom,https://finance.yahoo.com/chart/%5EPYZ-IV,92.61,+0.94,+1.02%
^ICEUS3KT,NYSE U.S. 3000 Index (TR),https://finance.yahoo.com/chart/%5EICEUS3KT,"23,883.45",+241.57,+1.02%
^110015-USD-NETR,MSCI ACWI exJP/INDUSTRI NETR US,https://finance.yahoo.com/chart/%5E110015-USD-NETR,515.06,+5.21,+1.02%
^POWA-NV,-,https://finance.yahoo.com/chart/%5EPOWA-NV,83.26,+0.84,+1.02%
^SP5LHBP,S&P 500 Low Volatility High Div,https://finance.yahoo.com/chart/%5ESP5LHBP,"11,061.33",+111.90,+1.02%
^747660-USD-GRTR,MSCI WORLD MATERIALS ES GRTR US,https://finance.yahoo.com/chart/%5E747660-USD-GRTR,"1,643.93",+16.63,+1.02%
^ICEUS1KT,NYSE U.S. 1000 Index (TR),https://finance.yahoo.com/chart/%5EICEUS1KT,"24,047.42",+243.22,+1.02%
^746065-EUR-DIV,WORLD ESG LEADERS 3% DEC DIV EU,https://finance.yahoo.com/chart/%5E746065-EUR-DIV,"2,662.17",+26.93,+1.02%
^727884-USD-GRTR,MSCI USA ESG UNIVERSAL GRTR USD,https://finance.yahoo.com/chart/%5E727884-USD-GRTR,"5,950.27",+60.18,+1.02%
^SPDVDCC,Cboe S&P 500 Dynamic Volatility,https://finance.yahoo.com/chart/%5ESPDVDCC,"2,724.26",+27.55,+1.02%
^TRESTATTJPY,Strategic Technology & Ecommerc,https://finance.yahoo.com/chart/%5ETRESTATTJPY,"1,522.03",+15.39,+1.02%
^PAVE-NV,Global X US Infrastructure Deve,https://finance.yahoo.com/chart/%5EPAVE-NV,42.52,+0.43,+1.02%
^NQUSL60101000T,Nasdaq US Large Cap Integrated,https://finance.yahoo.com/chart/%5ENQUSL60101000T,"2,652.56",+26.82,+1.02%
^BKEM-NV,BNY Mellon Emerging Markets Equ,https://finance.yahoo.com/chart/%5EBKEM-NV,58.39,+0.59,+1.02%
^FTW5000,FT Wilshire 5000 Index,https://finance.yahoo.com/chart/%5EFTW5000,"60,332.05",+609.91,+1.02%
^132084-USD-GRTR,MSCI EMU/REAL ESTATE GRTR USD,https://finance.yahoo.com/chart/%5E132084-USD-GRTR,671.43,+6.79,+1.02%
^E2UTI,Dow Jones Europe ex-U.K. Utilit,https://finance.yahoo.com/chart/%5EE2UTI,295.74,+2.99,+1.02%
^737719-EUR-DIV,WORLD SUSTAINABLE WATER DIV EUR,https://finance.yahoo.com/chart/%5E737719-EUR-DIV,"1,669.04",+16.87,+1.02%
^N10EURGI,N Technology EUR GI,https://finance.yahoo.com/chart/%5EN10EURGI,"1,884.56",+19.05,+1.02%
^113337-USD-NETR,MSCI WORLD exEMU/MATERI NETR US,https://finance.yahoo.com/chart/%5E113337-USD-NETR,622.30,+6.29,+1.02%
^747660-USD-STRD,MSCI WORLD MATERIALS ESG REDU C,https://finance.yahoo.com/chart/%5E747660-USD-STRD,"1,269.09",+12.83,+1.02%
^SPXKF2UN,-,https://finance.yahoo.com/chart/%5ESPXKF2UN,"3,231.89",+32.67,+1.02%
^DEMZPR,-,https://finance.yahoo.com/chart/%5EDEMZPR,"4,006.06",+40.49,+1.02%
^727580-CHF-DHED,100CHFMCPNET700713 DHED CHF,https://finance.yahoo.com/chart/%5E727580-CHF-DHED,"3,831.09",+38.72,+1.02%
^SGC3MLH,S&P GSCI Lean Hogs Curve 3 Mont,https://finance.yahoo.com/chart/%5ESGC3MLH,12.62,+0.13,+1.02%
^SP500FER,S&P 500 Futures Index ER,https://finance.yahoo.com/chart/%5ESP500FER,505.65,+5.11,+1.02%
^652766-GBP-GRTR,MSCI UNITED KINGDOM MID GRTR GB,https://finance.yahoo.com/chart/%5E652766-GBP-GRTR,"2,645.29",+26.73,+1.02%
^991200-EUR-STRD,MSCI KOKUSAI INDEX (WOR STRD EU,https://finance.yahoo.com/chart/%5E991200-EUR-STRD,395.87,+4.00,+1.02%
^DJTRET,Dow Jones Retail Titans 30 Inde,https://finance.yahoo.com/chart/%5EDJTRET,"1,211.27",+12.24,+1.02%
^EFIV-IV,SPDR S&P 500 ESG ETF Intraday V,https://finance.yahoo.com/chart/%5EEFIV-IV,57.42,+0.58,+1.02%
^DJTSAB,Dow Jones U.S. High Beta Index,https://finance.yahoo.com/chart/%5EDJTSAB,"2,728.74",+27.57,+1.02%
^738764-EUR-DIV,EMU ESG CHOICE TOP 50 DE DIV EU,https://finance.yahoo.com/chart/%5E738764-EUR-DIV,"1,319.34",+13.33,+1.02%
^IIRULTB,-,https://finance.yahoo.com/chart/%5EIIRULTB,"4,566.82",+46.14,+1.02%
^IHE-NV,Ishares Dow Jones US Pharmaceut,https://finance.yahoo.com/chart/%5EIHE-NV,67.14,+0.68,+1.02%
^119067-USD-STRD,MSCI USA/SOFTWARE &amp; SERVICE,https://finance.yahoo.com/chart/%5E119067-USD-STRD,847.54,+8.56,+1.02%
^CRSPTM1,CRSP US Total Market Index,https://finance.yahoo.com/chart/%5ECRSPTM1,"4,303.38",+43.47,+1.02%
^110015-USD-STRD,MSCI ACWI exJP/INDUSTRIALS,https://finance.yahoo.com/chart/%5E110015-USD-STRD,415.38,+4.19,+1.02%
^SBBMNAU,S&P North America BMI (USD),https://finance.yahoo.com/chart/%5ESBBMNAU,"1,393.69",+14.06,+1.02%
^FIDCNQHP,Fidelity Canada U.S. High Quali,https://finance.yahoo.com/chart/%5EFIDCNQHP,"1,152.93",+11.63,+1.02%
^SPENHDUT,S&P Euro ESG+ High Yield Divide,https://finance.yahoo.com/chart/%5ESPENHDUT,287.41,+2.90,+1.02%
^NQBRIC60LM,Nasdaq BRIC Energy Large Mid Ca,https://finance.yahoo.com/chart/%5ENQBRIC60LM,"1,176.39",+11.87,+1.02%
^SNPE-IV,Xtrackers S&P 500 ESG ETF Intra,https://finance.yahoo.com/chart/%5ESNPE-IV,54.16,+0.55,+1.02%
^110723-USD-GRTR,MSCI EASEA/CONSUMER STA GRTR US,https://finance.yahoo.com/chart/%5E110723-USD-GRTR,474.78,+4.79,+1.02%
^736077-EUR-NETR,MSCI USA ESG LEADERS SE NETR EU,https://finance.yahoo.com/chart/%5E736077-EUR-NETR,"2,171.55",+21.90,+1.02%
^706755-EUR-STRD,MSCI EMU SELECT DYNAMIC STRD EU,https://finance.yahoo.com/chart/%5E706755-EUR-STRD,"2,588.45",+26.10,+1.02%
^738674-EUR-STRD,MSCI EMU ESG CHOICE TOP STRD EU,https://finance.yahoo.com/chart/%5E738674-EUR-STRD,"1,741.34",+17.56,+1.02%
^SP5LHBN,S&P 500 Low Volatility High Div,https://finance.yahoo.com/chart/%5ESP5LHBN,"39,498.11",+398.30,+1.02%
^106712-EUR-STRD,MSCI EMU/CONSUMER SVC STRD EUR,https://finance.yahoo.com/chart/%5E106712-EUR-STRD,107.12,+1.08,+1.02%
^712307-CHF-NETR,MSCI USA SELECT FACTOR NETR CHF,https://finance.yahoo.com/chart/%5E712307-CHF-NETR,"5,807.81",+58.56,+1.02%
^SPXLQ3UT,S&P 500 130/30 Inverse-Quality,https://finance.yahoo.com/chart/%5ESPXLQ3UT,873.76,+8.81,+1.02%
^665202-USD-GRTR,MSCI EM ASIA IMI/ENERGY GRTR US,https://finance.yahoo.com/chart/%5E665202-USD-GRTR,"2,062.95",+20.80,+1.02%
^NQPLLC,The NASDAQ Pol and Large Cap I,https://finance.yahoo.com/chart/%5ENQPLLC,532.40,+5.37,+1.02%
^NQPLLCT,The NASDAQ Pol and Large Cap I,https://finance.yahoo.com/chart/%5ENQPLLCT,814.95,+8.22,+1.02%
^111986-EUR-GRTR,MSCI EU/UTILITIES GRTR EUR,https://finance.yahoo.com/chart/%5E111986-EUR-GRTR,430.51,+4.34,+1.02%
^746998-USD-GRTR,MSCI WORLD ex EMU SEL E GRTR US,https://finance.yahoo.com/chart/%5E746998-USD-GRTR,"4,177.69",+42.12,+1.02%
^145770-EUR-NETR,MSCI EUROPE (NET) MN MO NETR EU,https://finance.yahoo.com/chart/%5E145770-EUR-NETR,"1,675.44",+16.89,+1.02%
^701905-EUR-NETR,MSCI WORLD EX FINANCIAL NETR EU,https://finance.yahoo.com/chart/%5E701905-EUR-NETR,"6,595.06",+66.48,+1.02%
^116480-EUR-GRTR,MSCI IT/OIL GAS&amp;CON GRTR EU,https://finance.yahoo.com/chart/%5E116480-EUR-GRTR,533.69,+5.38,+1.02%
^LRND-IV,IQ U.S. LARGE CAP R&D LEADERS E,https://finance.yahoo.com/chart/%5ELRND-IV,34.72,+0.35,+1.02%
^JGRO-IV,JPMORGAN ACTIVE GROWTH ETF INTR,https://finance.yahoo.com/chart/%5EJGRO-IV,82.75,+0.83,+1.02%
^738674-EUR-NETR,MSCI EMU ESG CHOICE TOP NETR EU,https://finance.yahoo.com/chart/%5E738674-EUR-NETR,"2,207.13",+22.25,+1.02%
^665202-USD-NETR,MSCI EM ASIA IMI/ENERGY NETR US,https://finance.yahoo.com/chart/%5E665202-USD-NETR,"1,852.11",+18.67,+1.02%
^NQUSB502030LM,Nasdaq US General Industrials L,https://finance.yahoo.com/chart/%5ENQUSB502030LM,"2,163.60",+21.81,+1.02%
^715181-CHF-GRTR,MSCI ACWI ESG UNIVERSAL GRTR CH,https://finance.yahoo.com/chart/%5E715181-CHF-GRTR,"3,961.82",+39.93,+1.02%
^KNG-NV,FT CBOE VEST S&P 500 DIVIDEND A,https://finance.yahoo.com/chart/%5EKNG-NV,50.79,+0.51,+1.02%
^707025-EUR-DHED,100EURMCPNET706755 DHED EUR,https://finance.yahoo.com/chart/%5E707025-EUR-DHED,"4,830.93",+48.68,+1.02%
^ICEUS15,NYSE U.S. 1500 Index,https://finance.yahoo.com/chart/%5EICEUS15,"13,297.44",+133.98,+1.02%
^SIXL-EU,ETC 6 MERIDIAN LOW BETA EQUITY,https://finance.yahoo.com/chart/%5ESIXL-EU,"17,871.73",+180.10,+1.02%
^NQHKSCN,The NASDAQ Hong Kong Small Cap,https://finance.yahoo.com/chart/%5ENQHKSCN,694.23,+6.99,+1.02%
^738764-EUR-DIV,EMU ESG CHOICE TOP 50 DE DIV EU,https://finance.yahoo.com/chart/%5E738764-EUR-DIV,"1,319.30",+13.29,+1.02%
^SX30GI,OMX Stockholm Financials GI,https://finance.yahoo.com/chart/%5ESX30GI,"6,258.47",+63.06,+1.02%
^SX30PI,OMX Stockholm Financials PI,https://finance.yahoo.com/chart/%5ESX30PI,"3,653.69",+36.81,+1.02%
^BKCBR,S&P Brazil Classic ADR Index (U,https://finance.yahoo.com/chart/%5EBKCBR,695.23,+7.00,+1.02%
^664858-GBP-GRTR,MSCI GB IMI/FINANCIALS GRTR GBP,https://finance.yahoo.com/chart/%5E664858-GBP-GRTR,"1,453.24",+14.64,+1.02%
^KEVP,S&P Kensho Electric Vehicles In,https://finance.yahoo.com/chart/%5EKEVP,200.64,+2.02,+1.02%
^NULG-IV,Nuveen ESG Large-Cap Growth ETF,https://finance.yahoo.com/chart/%5ENULG-IV,87.57,+0.88,+1.02%
^NQUSB40401020LMT,Nasdaq US Apparel Retailers Lar,https://finance.yahoo.com/chart/%5ENQUSB40401020LMT,"2,934.60",+29.55,+1.02%
^145779-EUR-STRD,MSCI EUROPE (PRICE) MN STRD EUR,https://finance.yahoo.com/chart/%5E145779-EUR-STRD,"1,237.35",+12.46,+1.02%
^748794-EUR-GRTR,MSCI EMU SMALL CAP ESG GRTR EUR,https://finance.yahoo.com/chart/%5E748794-EUR-GRTR,"2,311.30",+23.27,+1.02%
^SG1MENIT,S&P GSCI Inverse Energy 1 Month,https://finance.yahoo.com/chart/%5ESG1MENIT,4.17,+0.04,+1.02%
^707024-CHF-DHED,100CHFMCPNET706755 DHED CHF,https://finance.yahoo.com/chart/%5E707024-CHF-DHED,"3,736.79",+37.62,+1.02%
^SP500EW-15,S&P 500 EQUAL WEIGHTED Material,https://finance.yahoo.com/chart/%5ESP500EW-15,"4,514.62",+45.45,+1.02%
^SPSK-TC,SP Funds Dow Jones Global Sukuk,https://finance.yahoo.com/chart/%5ESPSK-TC,"7,666.49",+77.17,+1.02%
^664870-USD-GRTR,MSCI USA IMI/COMM SVC GRTR USD,https://finance.yahoo.com/chart/%5E664870-USD-GRTR,"3,680.88",+37.02,+1.02%
^NCXTEUR,Nasdaq Innovators Completion Ca,https://finance.yahoo.com/chart/%5ENCXTEUR,"1,182.80",+11.90,+1.02%
^KMOON,S&P Kensho Moonshots Index (USD,https://finance.yahoo.com/chart/%5EKMOON,185.88,+1.87,+1.02%
^DJTSABT,Dow Jones U.S. High Beta Total,https://finance.yahoo.com/chart/%5EDJTSABT,"3,243.23",+32.64,+1.02%
^712307-CHF-STRD,MSCI USA SELECT FACTOR STRD CHF,https://finance.yahoo.com/chart/%5E712307-CHF-STRD,"4,044.70",+40.70,+1.02%
^712648-USD-GRTR,MSCI USA ESG UNIVERSAL GRTR USD,https://finance.yahoo.com/chart/%5E712648-USD-GRTR,"3,432.41",+34.54,+1.02%
^NQHKSCT,The NASDAQ Hong Kong Small Cap,https://finance.yahoo.com/chart/%5ENQHKSCT,694.49,+6.99,+1.02%
^117506-EUR-NETR,MSCI NL/COMM SVC NETR EUR,https://finance.yahoo.com/chart/%5E117506-EUR-NETR,82.49,+0.83,+1.02%
^NQUSS502020,Nasdaq US Small Cap Electronic,https://finance.yahoo.com/chart/%5ENQUSS502020,"3,826.43",+38.50,+1.02%
^IPO-IV,Renaissance IPO ETF,https://finance.yahoo.com/chart/%5EIPO-IV,45.87,+0.46,+1.02%
^NYSLCDE,NYSE Germany Large Cap Index,https://finance.yahoo.com/chart/%5ENYSLCDE,71.31,+0.72,+1.02%
^NYSLCDEN,NYSE Germany Large Cap Index (N,https://finance.yahoo.com/chart/%5ENYSLCDEN,127.21,+1.28,+1.02%
^NQUSB60101000T,Nasdaq US Benchmark Integrated,https://finance.yahoo.com/chart/%5ENQUSB60101000T,"2,627.08",+26.42,+1.02%
^IWL-IV,iShares Russell Top 200 Index F,https://finance.yahoo.com/chart/%5EIWL-IV,147.43,+1.48,+1.02%
^735253-USD-NETR,MSCI USA ESG LEADERS 5% NETR US,https://finance.yahoo.com/chart/%5E735253-USD-NETR,"6,181.01",+62.17,+1.02%
^655308-AUD-NETR,MSCI AU SMALL/HEALTH CA NETR AU,https://finance.yahoo.com/chart/%5E655308-AUD-NETR,"1,630.75",+16.40,+1.02%
^655308-AUD-GRTR,MSCI AU SMALL/HEALTH CA GRTR AU,https://finance.yahoo.com/chart/%5E655308-AUD-GRTR,"1,673.56",+16.83,+1.02%
^NQGB4050T,Nasdaq United Kingdom Travel an,https://finance.yahoo.com/chart/%5ENQGB4050T,"1,999.68",+20.11,+1.02%
^RSPS-NV,-,https://finance.yahoo.com/chart/%5ERSPS-NV,29.37,+0.30,+1.02%
^TOK-IV,iShares MSCI Kokusai Index Fund,https://finance.yahoo.com/chart/%5ETOK-IV,118.72,+1.19,+1.02%
^NANOS,Nanos S&P 500 Index,https://finance.yahoo.com/chart/%5ENANOS,599.76,+6.03,+1.02%
^GEM-NV,Goldman Sachs ETF Trust Goldman,https://finance.yahoo.com/chart/%5EGEM-NV,31.98,+0.32,+1.02%
^665202-USD-STRD,MSCI EM ASIA IMI/ENERGY,https://finance.yahoo.com/chart/%5E665202-USD-STRD,"1,141.90",+11.48,+1.02%
^655308-AUD-STRD,MSCI AU SMALL/HEALTH CA STRD AU,https://finance.yahoo.com/chart/%5E655308-AUD-STRD,"1,121.10",+11.27,+1.02%
^TOVXT,JLens 500 Jewish Advocacy U.S.,https://finance.yahoo.com/chart/%5ETOVXT,"2,672.18",+26.87,+1.02%
^SP5NCEUP,S&P 500 NET ZERO 2050 CARBON BU,https://finance.yahoo.com/chart/%5ESP5NCEUP,"4,944.75",+49.71,+1.02%
^727884-USD-GRTR,MSCI USA ESG UNIVERSAL GRTR USD,https://finance.yahoo.com/chart/%5E727884-USD-GRTR,"5,949.89",+59.80,+1.02%
^NQG5510N,NASDAQ Global Basic Resources N,https://finance.yahoo.com/chart/%5ENQG5510N,"1,428.46",+14.36,+1.02%
^NQHKSC,The NASDAQ Hong Kong Small Cap,https://finance.yahoo.com/chart/%5ENQHKSC,465.81,+4.68,+1.02%
^750182-USD-NETR,MSCI UK 30 NETR USD,https://finance.yahoo.com/chart/%5E750182-USD-NETR,"2,418.94",+24.32,+1.02%
^NQIT30,NASDAQ Italy Financials Index,https://finance.yahoo.com/chart/%5ENQIT30,"1,956.88",+19.66,+1.02%
^SP5NCEEP,S&P 500 NET ZERO 2050 CARBON BU,https://finance.yahoo.com/chart/%5ESP5NCEEP,"6,312.64",+63.44,+1.02%
^112262-EUR-STRD,MSCI EUROPE exUK/UTILIT STRD EU,https://finance.yahoo.com/chart/%5E112262-EUR-STRD,128.37,+1.29,+1.02%
^707395-USD-DHED,100USDMCPNET706755 DHED USD,https://finance.yahoo.com/chart/%5E707395-USD-DHED,"6,215.12",+62.45,+1.02%
^706755-EUR-GRTR,MSCI EMU SELECT DYNAMIC GRTR EU,https://finance.yahoo.com/chart/%5E706755-EUR-GRTR,"6,031.80",+60.61,+1.01%
^NQG55LM,Nasdaq Global Basic Materials L,https://finance.yahoo.com/chart/%5ENQG55LM,"1,131.21",+11.37,+1.01%
^JHAC-IV,JOHN HANCOCK FUNDAMENTAL ALL CA,https://finance.yahoo.com/chart/%5EJHAC-IV,14.93,+0.15,+1.01%
^NQUSB502010LMN,Nasdaq US Aerospace and Defense,https://finance.yahoo.com/chart/%5ENQUSB502010LMN,"2,881.16",+28.95,+1.01%
^NQG40LM,Nasdaq Global Consumer Discreti,https://finance.yahoo.com/chart/%5ENQG40LM,"1,356.35",+13.63,+1.01%
^NQUSM302010N,Nasdaq US Mid Cap Finance and C,https://finance.yahoo.com/chart/%5ENQUSM302010N,"1,326.99",+13.33,+1.01%
^CWS-NV,AdvisorShares Trust,https://finance.yahoo.com/chart/%5ECWS-NV,66.82,+0.67,+1.01%
^SKYU-IV,PROSHARES ULTRA NASDAQ CLOUD CO,https://finance.yahoo.com/chart/%5ESKYU-IV,37.50,+0.38,+1.01%
^106212-USD-STRD,MSCI FINLAND SMALL CAP,https://finance.yahoo.com/chart/%5E106212-USD-STRD,518.45,+5.21,+1.01%
^727884-USD-NETR,MSCI USA ESG UNIVERSAL NETR USD,https://finance.yahoo.com/chart/%5E727884-USD-NETR,"5,544.08",+55.69,+1.01%
^SPGGO2IT,S&P GSCI Gasoil 2X Inverse (USD,https://finance.yahoo.com/chart/%5ESPGGO2IT,0.80,+0.01,+1.01%
^KEV,S&P Kensho Electric Vehicles In,https://finance.yahoo.com/chart/%5EKEV,226.02,+2.27,+1.01%
^SAAU,S&P Americas BMI (USD),https://finance.yahoo.com/chart/%5ESAAU,620.37,+6.23,+1.01%
^PPH-NV,MARKET VEC.ETF-PHARMAC.,https://finance.yahoo.com/chart/%5EPPH-NV,86.50,+0.87,+1.01%
^SP500-50TR,S&P 500 Communication Services,https://finance.yahoo.com/chart/%5ESP500-50TR,928.05,+9.31,+1.01%
^NQLA4520LMN,Nasdaq Latin America Personal C,https://finance.yahoo.com/chart/%5ENQLA4520LMN,893.73,+8.97,+1.01%
^NQLA4520LM,Nasdaq Latin America Personal C,https://finance.yahoo.com/chart/%5ENQLA4520LM,818.68,+8.21,+1.01%
^NQLA4520LMT,Nasdaq Latin America Personal C,https://finance.yahoo.com/chart/%5ENQLA4520LMT,913.41,+9.16,+1.01%
