Symbol,Name,1D_Chart,Price_intraday,Change,Change_pct
^SP600-451030,S&P 600 Software (Industry),https://finance.yahoo.com/chart/%5ESP600-451030,"2,773.65",+37.22,+1.36%
^NQUSB40401010N,Nasdaq US Benchmark Diversified,https://finance.yahoo.com/chart/%5ENQUSB40401010N,"11,934.79",+160.15,+1.36%
^NQEMEA4520LM,"Nasdaq EMEA Personal Care, Drug",https://finance.yahoo.com/chart/%5ENQEMEA4520LM,902.06,+12.10,+1.36%
^SPHY-EU,SPDR Portfolio High Yield Bond,https://finance.yahoo.com/chart/%5ESPHY-EU,"345,959.25","+4,639.12",+1.36%
^PTDOWD,Dow Jones Portugal Index (USD),https://finance.yahoo.com/chart/%5EPTDOWD,97.73,+1.31,+1.36%
^DFSE-IV,DIMENSIONAL EMERGING MARKETS SU,https://finance.yahoo.com/chart/%5EDFSE-IV,33.11,+0.44,+1.36%
^NQNA40T,Nasdaq North America Consumer D,https://finance.yahoo.com/chart/%5ENQNA40T,"1,653.21",+22.16,+1.36%
^SPDLEDUP,S&P World ESG Enhanced Consumer,https://finance.yahoo.com/chart/%5ESPDLEDUP,"4,758.55",+63.76,+1.36%
^SPDLEDUN,S&P World ESG Enhanced Consumer,https://finance.yahoo.com/chart/%5ESPDLEDUN,"5,761.72",+77.20,+1.36%
^NQEMEA4520LMT,"Nasdaq EMEA Personal Care, Drug",https://finance.yahoo.com/chart/%5ENQEMEA4520LMT,"1,034.53",+13.86,+1.36%
^NQUSL4030N,Nasdaq US Large Cap Media NTR I,https://finance.yahoo.com/chart/%5ENQUSL4030N,"4,021.07",+53.88,+1.36%
^SPGBPHET,S&P UK Net Zero 2050 Paris-Alig,https://finance.yahoo.com/chart/%5ESPGBPHET,"1,454.59",+19.49,+1.36%
^NQUSB40204020LM,Nasdaq US Clothing and Accessor,https://finance.yahoo.com/chart/%5ENQUSB40204020LM,669.46,+8.97,+1.36%
^NQEMASIA4040LMT,NASDAQ EM Asia Retail Large Mid,https://finance.yahoo.com/chart/%5ENQEMASIA4040LMT,"1,037.25",+13.90,+1.36%
^NQUSB40204020LMT,Nasdaq US Clothing and Accessor,https://finance.yahoo.com/chart/%5ENQUSB40204020LMT,839.13,+11.24,+1.36%
^747886-EUR-DIV,WORLD INFORMATION TECH 4 DIV EU,https://finance.yahoo.com/chart/%5E747886-EUR-DIV,"2,876.61",+38.53,+1.36%
^MINRINAV,FIRST TRUST INDXX FUTURE ECONOM,https://finance.yahoo.com/chart/%5EMINRINAV,19.39,+0.26,+1.36%
^NQEMMEAMC,The NASDAQ EM MEA Mid Cap Index,https://finance.yahoo.com/chart/%5ENQEMMEAMC,844.01,+11.30,+1.36%
^650310-TWD-STRD,MSCI TAIWAN LARGE GROWT STRD TW,https://finance.yahoo.com/chart/%5E650310-TWD-STRD,"5,641.58",+75.56,+1.36%
^650310-TWD-NETR,MSCI TAIWAN LARGE GROWT NETR TW,https://finance.yahoo.com/chart/%5E650310-TWD-NETR,"8,773.70",+117.51,+1.36%
^NQGB50LM,Nasdaq United Kingdom Industria,https://finance.yahoo.com/chart/%5ENQGB50LM,"1,270.74",+16.99,+1.36%
^662613-USD-STRD,MSCI BR SMID/COMM SVC,https://finance.yahoo.com/chart/%5E662613-USD-STRD,269.30,+3.60,+1.35%
^NYSMIDEN,NYSE Germany Micro Cap Index (N,https://finance.yahoo.com/chart/%5ENYSMIDEN,140.56,+1.88,+1.35%
^IT30D,Dow Jones Italy Titans 30 Index,https://finance.yahoo.com/chart/%5EIT30D,"2,489.38",+33.26,+1.35%
^111827-EUR-NETR,MSCI EMU + UK/CONSUMER NETR EUR,https://finance.yahoo.com/chart/%5E111827-EUR-NETR,420.56,+5.62,+1.35%
^NQUSL4030,Nasdaq US Large Cap Media Index,https://finance.yahoo.com/chart/%5ENQUSL4030,"3,632.47",+48.53,+1.35%
^114109-USD-NETR,MSCI BR/UTILITIES NETR USD,https://finance.yahoo.com/chart/%5E114109-USD-NETR,406.24,+5.43,+1.35%
^SP600-45102030,S&P 600 Internet Services & Inf,https://finance.yahoo.com/chart/%5ESP600-45102030,102.58,+1.37,+1.35%
^NQGB60N,Nasdaq United Kingdom Energy NT,https://finance.yahoo.com/chart/%5ENQGB60N,"1,492.20",+19.92,+1.35%
^114109-USD-STRD,MSCI BR/UTILITIES,https://finance.yahoo.com/chart/%5E114109-USD-STRD,116.76,+1.56,+1.35%
^979200-TRY-GRTR,MSCI TURKEY GRTR TRY,https://finance.yahoo.com/chart/%5E979200-TRY-GRTR,"41,048,252.00","+548,012.00",+1.35%
^979200-TRY-NETR,MSCI TURKEY NETR TRY,https://finance.yahoo.com/chart/%5E979200-TRY-NETR,"12,010.85",+160.35,+1.35%
^979200-TRY-STRD,MSCI TURKEY STRD TRY,https://finance.yahoo.com/chart/%5E979200-TRY-STRD,"10,789,152.00","+144,039.00",+1.35%
^NQNA10N,Nasdaq North America Technology,https://finance.yahoo.com/chart/%5ENQNA10N,"10,491.37",+140.03,+1.35%
^CRSPSCVV,CRSP US Small Cap Value OSV Ind,https://finance.yahoo.com/chart/%5ECRSPSCVV,"2,931.00",+39.12,+1.35%
^106678-USD-STRD,MSCI EUROPE/CHEMICALS,https://finance.yahoo.com/chart/%5E106678-USD-STRD,369.31,+4.93,+1.35%
^132084-USD-GRTR,MSCI EMU/REAL ESTATE GRTR USD,https://finance.yahoo.com/chart/%5E132084-USD-GRTR,673.63,+8.99,+1.35%
^DJSZXAED,Dow Jones Sustainability Eurozo,https://finance.yahoo.com/chart/%5EDJSZXAED,195.61,+2.61,+1.35%
^737302-GBP-DIV,UK SUSTAINABLE SELECT 50 DIV GB,https://finance.yahoo.com/chart/%5E737302-GBP-DIV,"2,686.64",+35.83,+1.35%
^EMCS-NV,XTRACKERS MSCI EMERGING MARKETS,https://finance.yahoo.com/chart/%5EEMCS-NV,26.38,+0.35,+1.35%
^SPGTTFE,S&P Global Timber and Forestry,https://finance.yahoo.com/chart/%5ESPGTTFE,"2,250.73",+30.01,+1.35%
^NQNA10,Nasdaq North America Technology,https://finance.yahoo.com/chart/%5ENQNA10,"9,548.77",+127.33,+1.35%
^SX45GI,OMX Stockholm Consumer Staples,https://finance.yahoo.com/chart/%5ESX45GI,"1,619.09",+21.59,+1.35%
^SX45PI,OMX Stockholm Consumer Staples,https://finance.yahoo.com/chart/%5ESX45PI,"1,442.07",+19.23,+1.35%
^NQMX50LM,Nasdaq Mexico Industrials Large,https://finance.yahoo.com/chart/%5ENQMX50LM,931.37,+12.42,+1.35%
^QUAL-EU,iShares Edge MSCI USA Quality F,https://finance.yahoo.com/chart/%5EQUAL-EU,"10,205.54",+136.05,+1.35%
^NQUSB40204020LMN,Nasdaq US Clothing and Accessor,https://finance.yahoo.com/chart/%5ENQUSB40204020LMN,784.17,+10.45,+1.35%
^NQUSB40204020LMT,Nasdaq US Clothing and Accessor,https://finance.yahoo.com/chart/%5ENQUSB40204020LMT,839.07,+11.18,+1.35%
^755090-EUR-CMBR,MSCI WORLD VOLPLUS 10% CMBR EUR,https://finance.yahoo.com/chart/%5E755090-EUR-CMBR,"8,513.69",+113.46,+1.35%
^737301-GBP-NETR,MSCI UK SUSTAINABLE SEL NETR GB,https://finance.yahoo.com/chart/%5E737301-GBP-NETR,"4,687.82",+62.48,+1.35%
^132981-USD-STRD,MSCI EUROPE/REAL ESTATE,https://finance.yahoo.com/chart/%5E132981-USD-STRD,556.71,+7.42,+1.35%
^737301-GBP-GRTR,MSCI UK SUSTAINABLE SEL GRTR GB,https://finance.yahoo.com/chart/%5E737301-GBP-GRTR,"4,704.70",+62.70,+1.35%
^737433-USD-GRTR,MSCI WORLD IMI DIGITAL GRTR USD,https://finance.yahoo.com/chart/%5E737433-USD-GRTR,"13,992.46",+186.43,+1.35%
^737697-USD-DIV,WORLD IMI DIGITAL ECO SE DIV US,https://finance.yahoo.com/chart/%5E737697-USD-DIV,"7,594.60",+101.19,+1.35%
^IGM-IV,iShares Exp and ed Tech Sector,https://finance.yahoo.com/chart/%5EIGM-IV,103.80,+1.38,+1.35%
^726572-NOK-NETR,MSCI NORTH AMERICA ex S NETR NO,https://finance.yahoo.com/chart/%5E726572-NOK-NETR,"9,921.29",+132.16,+1.35%
^CGDG-TC,CAPITAL GROUP DIVIDEND GROWERS,https://finance.yahoo.com/chart/%5ECGDG-TC,"72,393.81",+964.34,+1.35%
^NQUSB10102020LM,Nasdaq US Production Technology,https://finance.yahoo.com/chart/%5ENQUSB10102020LM,"2,859.24",+38.08,+1.35%
^EIS-IV,iShares MSCI Israel ETF Intrada,https://finance.yahoo.com/chart/%5EEIS-IV,81.49,+1.09,+1.35%
^106217-EUR-GRTR,MSCI ITALY SMALL CAP GRTR EUR,https://finance.yahoo.com/chart/%5E106217-EUR-GRTR,389.00,+5.18,+1.35%
^730945-USD-STRD,MSCI ACWI IMI SELECT TOP 30 ROB,https://finance.yahoo.com/chart/%5E730945-USD-STRD,"3,766.81",+50.16,+1.35%
^SP500-25203010,"S&P 500 Apparel, Accessories &",https://finance.yahoo.com/chart/%5ESP500-25203010,138.94,+1.85,+1.35%
^726572-NOK-STRD,MSCI NORTH AMERICA ex S STRD NO,https://finance.yahoo.com/chart/%5E726572-NOK-STRD,"8,406.73",+111.88,+1.35%
^NYSSCPLT,NYSE Poland Small Cap Index (TR,https://finance.yahoo.com/chart/%5ENYSSCPLT,152.44,+2.03,+1.35%
^SPEUHDA,S&P Euro High Yield Dividend Ar,https://finance.yahoo.com/chart/%5ESPEUHDA,130.79,+1.74,+1.35%
^SPEUHDAN,S&P Euro High Yield Dividend Ar,https://finance.yahoo.com/chart/%5ESPEUHDAN,224.75,+2.99,+1.35%
^SP400-401010,S&P 400 Banks (Industry),https://finance.yahoo.com/chart/%5ESP400-401010,735.30,+9.78,+1.35%
^RWO-NV,SPDR SJ Wilshire Global Real Es,https://finance.yahoo.com/chart/%5ERWO-NV,42.87,+0.57,+1.35%
^SPX450UN,S&P 500 Communication Services,https://finance.yahoo.com/chart/%5ESPX450UN,378.24,+5.03,+1.35%
^111827-EUR-GRTR,MSCI EMU + UK/CONSUMER GRTR EUR,https://finance.yahoo.com/chart/%5E111827-EUR-GRTR,448.92,+5.97,+1.35%
^NQSELMT,NASDAQ Sweden Large Mid Cap TR,https://finance.yahoo.com/chart/%5ENQSELMT,"1,712.75",+22.77,+1.35%
^NQUSB40401010LM,Nasdaq US Broadline Diversified,https://finance.yahoo.com/chart/%5ENQUSB40401010LM,"6,831.63",+90.81,+1.35%
^NQUSB40401010LMT,Nasdaq US Broadline Diversified,https://finance.yahoo.com/chart/%5ENQUSB40401010LMT,"7,391.29",+98.25,+1.35%
^NQUSB10102020N,Nasdaq US Benchmark Production,https://finance.yahoo.com/chart/%5ENQUSB10102020N,"2,936.97",+39.04,+1.35%
^111827-EUR-STRD,MSCI EMU + UK/CONSUMER STRD EUR,https://finance.yahoo.com/chart/%5E111827-EUR-STRD,212.90,+2.83,+1.35%
^135776-USD-NETR,MSCI EUROPE/EQUITY REIT NETR US,https://finance.yahoo.com/chart/%5E135776-USD-NETR,684.63,+9.10,+1.35%
^NQSELM,NASDAQ Sweden Large Mid Cap Ind,https://finance.yahoo.com/chart/%5ENQSELM,"1,236.75",+16.44,+1.35%
^SP400-45301010,S&P 400 Semiconductor Materials,https://finance.yahoo.com/chart/%5ESP400-45301010,"2,699.29",+35.89,+1.35%
^111919-EUR-STRD,MSCI EU/CONSUMER STAPLE STRD EU,https://finance.yahoo.com/chart/%5E111919-EUR-STRD,222.64,+2.96,+1.35%
^NQUSB40301020N,Nasdaq US Benchmark Media Agenc,https://finance.yahoo.com/chart/%5ENQUSB40301020N,"4,134.26",+54.94,+1.35%
^115698-HKD-STRD,MSCI HK/CONSUMER STAPLE STRD HK,https://finance.yahoo.com/chart/%5E115698-HKD-STRD,88.06,+1.17,+1.35%
^106217-EUR-STRD,MSCI ITALY SMALL CAP STRD EUR,https://finance.yahoo.com/chart/%5E106217-EUR-STRD,345.45,+4.59,+1.35%
^982600-CHF-NETR,MSCI UNITED KINGDOM NETR CHF,https://finance.yahoo.com/chart/%5E982600-CHF-NETR,"1,824.82",+24.25,+1.35%
^CUCA100,-,https://finance.yahoo.com/chart/%5ECUCA100,218.35,+2.90,+1.35%
^111919-EUR-NETR,MSCI EU/CONSUMER STAPLE NETR EU,https://finance.yahoo.com/chart/%5E111919-EUR-NETR,374.85,+4.98,+1.35%
^109740-USD-GRTR,MSCI ACWI exAU/INFORMAT GRTR US,https://finance.yahoo.com/chart/%5E109740-USD-GRTR,"1,035.08",+13.74,+1.35%
^109740-USD-NETR,MSCI ACWI exAU/INFORMAT NETR US,https://finance.yahoo.com/chart/%5E109740-USD-NETR,824.95,+10.95,+1.35%
^106217-EUR-NETR,MSCI ITALY SMALL CAP NETR EUR,https://finance.yahoo.com/chart/%5E106217-EUR-NETR,334.45,+4.44,+1.35%
^113702-USD-NETR,MSCI AR/INDUSTRIALS NETR USD,https://finance.yahoo.com/chart/%5E113702-USD-NETR,195.93,+2.60,+1.34%
^113702-USD-STRD,MSCI AR/INDUSTRIALS,https://finance.yahoo.com/chart/%5E113702-USD-STRD,195.93,+2.60,+1.34%
^113702-USD-GRTR,MSCI AR/INDUSTRIALS GRTR USD,https://finance.yahoo.com/chart/%5E113702-USD-GRTR,195.93,+2.60,+1.34%
^SPDSETUT,S&P World Sustainability Enhanc,https://finance.yahoo.com/chart/%5ESPDSETUT,"11,361.70",+150.75,+1.34%
^DWCRTB,Dow Jones U.S. Broadline Retail,https://finance.yahoo.com/chart/%5EDWCRTB,"40,438.90",+536.57,+1.34%
^NQUSB40401010T,Nasdaq US Benchmark Diversified,https://finance.yahoo.com/chart/%5ENQUSB40401010T,"12,374.59",+164.17,+1.34%
^CRSPSCV,CRSP US Small Cap OSV Index,https://finance.yahoo.com/chart/%5ECRSPSCV,"3,172.74",+42.08,+1.34%
^ITC9HGB,ITC9HGB,https://finance.yahoo.com/chart/%5EITC9HGB,755.20,+10.02,+1.34%
^NQGB50LMT,Nasdaq United Kingdom Industria,https://finance.yahoo.com/chart/%5ENQGB50LMT,"1,647.84",+21.85,+1.34%
^RENEW-MX,-,https://finance.yahoo.com/chart/%5ERENEW-MX,833.86,+11.06,+1.34%
^ASIA-NV,MATTHEWS PACIFIC TIGER ACTIVE E,https://finance.yahoo.com/chart/%5EASIA-NV,25.99,+0.34,+1.34%
^NQMEA50,Nasdaq MEA Industrials Index,https://finance.yahoo.com/chart/%5ENQMEA50,766.41,+10.16,+1.34%
^NYSMIDET,NYSE Germany Micro Cap Index (T,https://finance.yahoo.com/chart/%5ENYSMIDET,156.03,+2.07,+1.34%
^114962-EUR-GRTR,MSCI DE/CONSUMER STAPLE GRTR EU,https://finance.yahoo.com/chart/%5E114962-EUR-GRTR,436.82,+5.79,+1.34%
^SPDSETUP,S&P World Sustainability Enhanc,https://finance.yahoo.com/chart/%5ESPDSETUP,"9,317.24",+123.50,+1.34%
^NQMEA50N,Nasdaq MEA Industrials NTR Inde,https://finance.yahoo.com/chart/%5ENQMEA50N,980.08,+12.99,+1.34%
^111919-EUR-GRTR,MSCI EU/CONSUMER STAPLE GRTR EU,https://finance.yahoo.com/chart/%5E111919-EUR-GRTR,443.66,+5.88,+1.34%
^PPTY-NV,U.S. DIVERSIFIED REAL ESTATE ET,https://finance.yahoo.com/chart/%5EPPTY-NV,31.97,+0.42,+1.34%
^726572-NOK-GRTR,MSCI NORTH AMERICA ex S GRTR NO,https://finance.yahoo.com/chart/%5E726572-NOK-GRTR,"10,623.60",+140.71,+1.34%
^NQUSB10102020LMT,Nasdaq US Production Technology,https://finance.yahoo.com/chart/%5ENQUSB10102020LMT,"2,971.54",+39.36,+1.34%
^114962-EUR-NETR,MSCI DE/CONSUMER STAPLE NETR EU,https://finance.yahoo.com/chart/%5E114962-EUR-NETR,391.14,+5.18,+1.34%
^NQEMASIA55N,Nasdaq EM Asia Basic Materials,https://finance.yahoo.com/chart/%5ENQEMASIA55N,"1,443.14",+19.11,+1.34%
^NQEMASIA55,Nasdaq EM Asia Basic Materials,https://finance.yahoo.com/chart/%5ENQEMASIA55,"1,027.39",+13.60,+1.34%
^982600-CHF-GRTR,MSCI UNITED KINGDOM GRTR CHF,https://finance.yahoo.com/chart/%5E982600-CHF-GRTR,"2,461.08",+32.58,+1.34%
^RWL-TC,Invesco S&P 500 Revenue ETF Tot,https://finance.yahoo.com/chart/%5ERWL-TC,"2,707.61",+35.84,+1.34%
^SPSALVZP,S&P South Africa Low Volatility,https://finance.yahoo.com/chart/%5ESPSALVZP,"2,351.15",+31.12,+1.34%
^NQUSB40301020LMN,Nasdaq US Media Agencies Large,https://finance.yahoo.com/chart/%5ENQUSB40301020LMN,"3,070.05",+40.63,+1.34%
^NQGB5020LMT,Nasdaq United Kingdom Industria,https://finance.yahoo.com/chart/%5ENQGB5020LMT,"1,702.80",+22.54,+1.34%
^114962-EUR-STRD,MSCI DE/CONSUMER STAPLE STRD EU,https://finance.yahoo.com/chart/%5E114962-EUR-STRD,279.64,+3.70,+1.34%
^132084-USD-NETR,MSCI EMU/REAL ESTATE NETR USD,https://finance.yahoo.com/chart/%5E132084-USD-NETR,641.94,+8.49,+1.34%
^PRF-EU,Invesco FTSE RAFI US 1000 ETF,https://finance.yahoo.com/chart/%5EPRF-EU,"8,967.23",+118.60,+1.34%
^MGK-IV,Vanguard Mega Cap 300 Growth In,https://finance.yahoo.com/chart/%5EMGK-IV,346.80,+4.59,+1.34%
^111919-EUR-GRTR,MSCI EU/CONSUMER STAPLE GRTR EU,https://finance.yahoo.com/chart/%5E111919-EUR-GRTR,443.66,+5.88,+1.34%
^PPTY-NV,U.S. DIVERSIFIED REAL ESTATE ET,https://finance.yahoo.com/chart/%5EPPTY-NV,31.97,+0.42,+1.34%
^114962-EUR-NETR,MSCI DE/CONSUMER STAPLE NETR EU,https://finance.yahoo.com/chart/%5E114962-EUR-NETR,391.14,+5.18,+1.34%
^NYSCDET,NYSE Germany Listed Small Cap I,https://finance.yahoo.com/chart/%5ENYSCDET,124.66,+1.65,+1.34%
^982600-CHF-GRTR,MSCI UNITED KINGDOM GRTR CHF,https://finance.yahoo.com/chart/%5E982600-CHF-GRTR,"2,461.08",+32.58,+1.34%
^RWL-TC,Invesco S&P 500 Revenue ETF Tot,https://finance.yahoo.com/chart/%5ERWL-TC,"2,707.61",+35.84,+1.34%
^SPSALVZP,S&P South Africa Low Volatility,https://finance.yahoo.com/chart/%5ESPSALVZP,"2,351.15",+31.12,+1.34%
^NQGB5020LMT,Nasdaq United Kingdom Industria,https://finance.yahoo.com/chart/%5ENQGB5020LMT,"1,702.80",+22.54,+1.34%
^SPXT2UUN,S&P 500 Top 20 Select Uncapped,https://finance.yahoo.com/chart/%5ESPXT2UUN,"6,837.67",+90.50,+1.34%
^NYSCDE,NYSE Germany Listed Small Cap I,https://finance.yahoo.com/chart/%5ENYSCDE,75.09,+0.99,+1.34%
^114962-EUR-STRD,MSCI DE/CONSUMER STAPLE STRD EU,https://finance.yahoo.com/chart/%5E114962-EUR-STRD,279.64,+3.70,+1.34%
^132084-USD-NETR,MSCI EMU/REAL ESTATE NETR USD,https://finance.yahoo.com/chart/%5E132084-USD-NETR,641.94,+8.49,+1.34%
^PRF-EU,Invesco FTSE RAFI US 1000 ETF,https://finance.yahoo.com/chart/%5EPRF-EU,"8,967.23",+118.60,+1.34%
^MGK-IV,Vanguard Mega Cap 300 Growth In,https://finance.yahoo.com/chart/%5EMGK-IV,346.80,+4.59,+1.34%
^NETRCAD,NASDAQ-100 Equal Weighted Total,https://finance.yahoo.com/chart/%5ENETRCAD,"1,430.06",+18.90,+1.34%
^SPEUHDAN,S&P Euro High Yield Dividend Ar,https://finance.yahoo.com/chart/%5ESPEUHDAN,224.73,+2.97,+1.34%
^NQMEA50T,Nasdaq MEA Industrials TR Index,https://finance.yahoo.com/chart/%5ENQMEA50T,"1,040.84",+13.75,+1.34%
^NYSMIDE,NYSE Germany Micro Cap Index,https://finance.yahoo.com/chart/%5ENYSMIDE,101.28,+1.34,+1.34%
^730945-USD-GRTR,MSCI ACWI IMI SELECT TO GRTR US,https://finance.yahoo.com/chart/%5E730945-USD-GRTR,"4,197.36",+55.45,+1.34%
^737433-USD-GRTR,MSCI WORLD IMI DIGITAL GRTR USD,https://finance.yahoo.com/chart/%5E737433-USD-GRTR,"13,990.82",+184.79,+1.34%
^NQFRSCN,The NASDAQ France Small Cap Ind,https://finance.yahoo.com/chart/%5ENQFRSCN,"1,335.24",+17.64,+1.34%
^737697-USD-DIV,WORLD IMI DIGITAL ECO SE DIV US,https://finance.yahoo.com/chart/%5E737697-USD-DIV,"7,593.71",+100.30,+1.34%
^NQUSM15102010T,Nasdaq Mid Cap Cable Television,https://finance.yahoo.com/chart/%5ENQUSM15102010T,814.34,+10.76,+1.34%
^NQUSM15102010,Nasdaq Mid Cap Cable Television,https://finance.yahoo.com/chart/%5ENQUSM15102010,749.30,+9.90,+1.34%
^NQEMEA4520LMN,"Nasdaq EMEA Personal Care, Drug",https://finance.yahoo.com/chart/%5ENQEMEA4520LMN,"1,024.90",+13.54,+1.34%
^SP500-15104050,S&P 500 Steel (Sub Ind),https://finance.yahoo.com/chart/%5ESP500-15104050,321.66,+4.25,+1.34%
^SPGTTFTE,S&P Global Timber and Forestry,https://finance.yahoo.com/chart/%5ESPGTTFTE,"4,166.90",+55.02,+1.34%
^NQCN35LMT,Nasdaq China Real Estate Large,https://finance.yahoo.com/chart/%5ENQCN35LMT,299.82,+3.96,+1.34%
^NQUSB40301020,Nasdaq US Benchmark Media Agenc,https://finance.yahoo.com/chart/%5ENQUSB40301020,"3,398.06",+44.84,+1.34%
^115698-HKD-NETR,MSCI HK/CONSUMER STAPLE NETR HK,https://finance.yahoo.com/chart/%5E115698-HKD-NETR,118.25,+1.56,+1.34%
^115698-HKD-GRTR,MSCI HK/CONSUMER STAPLE GRTR HK,https://finance.yahoo.com/chart/%5E115698-HKD-GRTR,118.25,+1.56,+1.34%
^NYSCDEN,NYSE Germany Listed Small Cap I,https://finance.yahoo.com/chart/%5ENYSCDEN,110.57,+1.46,+1.34%
^SPESECDN,S&P 500 Plus Sustainability Enh,https://finance.yahoo.com/chart/%5ESPESECDN,"12,017.25",+158.52,+1.34%
^NQCN35LM,Nasdaq China Real Estate Large,https://finance.yahoo.com/chart/%5ENQCN35LM,251.20,+3.31,+1.34%
^NQCN35LMN,Nasdaq China Real Estate Large,https://finance.yahoo.com/chart/%5ENQCN35LMN,299.32,+3.95,+1.34%
^132084-USD-STRD,MSCI EMU/REAL ESTATE,https://finance.yahoo.com/chart/%5E132084-USD-STRD,486.87,+6.42,+1.34%
^IIGKEIY,-,https://finance.yahoo.com/chart/%5EIIGKEIY,"3,615.84",+47.68,+1.34%
^SP400-60201040,S&P 400 - Real Estate Services,https://finance.yahoo.com/chart/%5ESP400-60201040,440.69,+5.81,+1.34%
^NQMEA20LM,Nasdaq MEA Health Care Large Mi,https://finance.yahoo.com/chart/%5ENQMEA20LM,570.45,+7.52,+1.34%
^NYTMPT,NYSE Portugal Listed Total Mark,https://finance.yahoo.com/chart/%5ENYTMPT,51.36,+0.68,+1.34%
^NQEMASIA55N,Nasdaq EM Asia Basic Materials,https://finance.yahoo.com/chart/%5ENQEMASIA55N,"1,443.04",+19.02,+1.34%
^NQEMASIA55T,Nasdaq EM Asia Basic Materials,https://finance.yahoo.com/chart/%5ENQEMASIA55T,"1,535.53",+20.23,+1.34%
^NQEMASIA55,Nasdaq EM Asia Basic Materials,https://finance.yahoo.com/chart/%5ENQEMASIA55,"1,027.32",+13.54,+1.34%
^MID-NV,AMERICAN CENTURY MID CAP GROWTH,https://finance.yahoo.com/chart/%5EMID-NV,63.15,+0.83,+1.33%
^SPY-EU,SPDR Trust Series 1 (Estimated,https://finance.yahoo.com/chart/%5ESPY-EU,"15,526.13",+204.51,+1.33%
^SP500-4520TR,S&P 500 Technology Hardware & E,https://finance.yahoo.com/chart/%5ESP500-4520TR,"5,674.49",+74.68,+1.33%
^ARKQ-IV,ARK Autonomous Technology and R,https://finance.yahoo.com/chart/%5EARKQ-IV,81.30,+1.07,+1.33%
^SPTEERET,S&P Transatlantic 100 ESG Selec,https://finance.yahoo.com/chart/%5ESPTEERET,"5,642.76",+74.32,+1.33%
^106698-EUR-NETR,MSCI EMU/CONSUMER STAPL NETR EU,https://finance.yahoo.com/chart/%5E106698-EUR-NETR,308.21,+4.06,+1.33%
^SP1500-40101015,S&P Composite 1500 Regional Ban,https://finance.yahoo.com/chart/%5ESP1500-40101015,128.34,+1.69,+1.33%
^664384-USD-STRD,MSCI NEW ZEALAND IMI GROWTH,https://finance.yahoo.com/chart/%5E664384-USD-STRD,"1,359.61",+17.90,+1.33%
^664384-USD-NETR,MSCI NEW ZEALAND IMI GR NETR US,https://finance.yahoo.com/chart/%5E664384-USD-NETR,"2,211.13",+29.11,+1.33%
^664384-USD-GRTR,MSCI NEW ZEALAND IMI GR GRTR US,https://finance.yahoo.com/chart/%5E664384-USD-GRTR,"2,411.82",+31.75,+1.33%
^MARO-NV,YIELDMAX MARA OPTION INCOME STR,https://finance.yahoo.com/chart/%5EMARO-NV,37.53,+0.49,+1.33%
^NQUSM40301035N,Nasdaq Mid Cap Radio and TV Bro,https://finance.yahoo.com/chart/%5ENQUSM40301035N,"1,638.86",+21.57,+1.33%
^NQUSB40301035LMT,Nasdaq US Radio and TV Broadcas,https://finance.yahoo.com/chart/%5ENQUSB40301035LMT,"1,350.94",+17.78,+1.33%
^NQUSM40301035T,Nasdaq Mid Cap Radio and TV Bro,https://finance.yahoo.com/chart/%5ENQUSM40301035T,"1,657.21",+21.81,+1.33%
^705111-USD-GRTR,MSCI ITALY FACTOR MIX A GRTR US,https://finance.yahoo.com/chart/%5E705111-USD-GRTR,"2,787.65",+36.68,+1.33%
^109740-USD-GRTR,MSCI ACWI exAU/INFORMAT GRTR US,https://finance.yahoo.com/chart/%5E109740-USD-GRTR,"1,034.96",+13.62,+1.33%
^CRSPSCGV,CRSP US Small Cap Growth OSV In,https://finance.yahoo.com/chart/%5ECRSPSCGV,"3,226.57",+42.46,+1.33%
^109985-USD-NETR,MSCI ACWI exJP/CONSUMER NETR US,https://finance.yahoo.com/chart/%5E109985-USD-NETR,664.75,+8.75,+1.33%
^SP400-602010,S&P 400 -Real Estate Management,https://finance.yahoo.com/chart/%5ESP400-602010,203.69,+2.68,+1.33%
^656001-HKD-NETR,MSCI CN SMALL/COMM SVC NETR HKD,https://finance.yahoo.com/chart/%5E656001-HKD-NETR,274.38,+3.61,+1.33%
^DFEV-IV,DIMENSIONAL EMERGING MARKETS VA,https://finance.yahoo.com/chart/%5EDFEV-IV,26.24,+0.35,+1.33%
^NQUSM40204020N,Nasdaq US Mid Cap Clothing and,https://finance.yahoo.com/chart/%5ENQUSM40204020N,"2,076.29",+27.32,+1.33%
^CLESGNPV,CRSP ISS US Large Cap ESG Non-P,https://finance.yahoo.com/chart/%5ECLESGNPV,"1,241.92",+16.34,+1.33%
^113389-USD-STRD,MSCI WORLD exEUROPE/CONSUMER DI,https://finance.yahoo.com/chart/%5E113389-USD-STRD,591.44,+7.78,+1.33%
^731687-USD-GRTR,MSCI EUROPE REAL ESTATE GRTR US,https://finance.yahoo.com/chart/%5E731687-USD-GRTR,760.23,+10.00,+1.33%
^SPDLETET,S&P World ESG Enhanced Informat,https://finance.yahoo.com/chart/%5ESPDLETET,"15,548.84",+204.54,+1.33%
^722071-USD-STRD,MSCI CHINA HEALTH CARE 10-50,https://finance.yahoo.com/chart/%5E722071-USD-STRD,795.99,+10.47,+1.33%
