Symbol,company_url,Name,Link,Price_intraday,Change,Change_pct,Volume,Avg_Vol(3M),Market_Cap,P/E_Ratio(TTM)
IKT,https://finance.yahoo.com/quote/IKT/,"Inhibikase Therapeutics, Inc.",https://finance.yahoo.com/chart/IKT,2.76,+0.03,+1.10%,"92,417","323,986",185.452M,--
EGAN,https://finance.yahoo.com/quote/EGAN/,eGain Corporation,https://finance.yahoo.com/chart/EGAN,6.50,+0.10,+1.56%,"53,589","89,529",185.405M,+28.08
BSL,https://finance.yahoo.com/quote/BSL/,Blackstone Senior Floating Rate 2027 Term Fund,https://finance.yahoo.com/chart/BSL,14.25,-0.03,-0.21%,"33,379","56,691",185.371M,+7.78
AFCG,https://finance.yahoo.com/quote/AFCG/,Advanced Flower Capital Inc.,https://finance.yahoo.com/chart/AFCG,8.44,+0.04,+0.48%,"98,403","172,804",185.281M,+35.09
ISBA,https://finance.yahoo.com/quote/ISBA/,Isabella Bank Corporation,https://finance.yahoo.com/chart/ISBA,25.50,0.00,0.00%,"1,600","2,449",185.276M,+12.61
MOBBW,https://finance.yahoo.com/quote/MOBBW/,Mobilicom Limited,https://finance.yahoo.com/chart/MOBBW,0.58,-0.05,-7.94%,"3,879",3,185.243M,-1.41
FNTOF,https://finance.yahoo.com/quote/FNTOF/,-,https://finance.yahoo.com/chart/FNTOF,3.76,0.00,0.00%,--,41,184.529M,--
LNDNF,https://finance.yahoo.com/quote/LNDNF/,Orrön Energy AB (publ),https://finance.yahoo.com/chart/LNDNF,0.61,0.00,0.00%,255,206,184.481M,"-1,583.36"
FCCO,https://finance.yahoo.com/quote/FCCO/,First Community Corporation,https://finance.yahoo.com/chart/FCCO,24.14,+0.25,+1.05%,"53,893","23,644",184.445M,+14.46
DLNG,https://finance.yahoo.com/quote/DLNG/,Dynagas LNG Partners LP,https://finance.yahoo.com/chart/DLNG,5.00,-0.20,-3.85%,"188,086","70,196",184.189M,--
TNYZF,https://finance.yahoo.com/quote/TNYZF/,Tiny Ltd.,https://finance.yahoo.com/chart/TNYZF,0.98,-0.02,-2.00%,"1,700","48,290",184.129M,--
CLXLF,https://finance.yahoo.com/quote/CLXLF/,CALIX LIMITED,https://finance.yahoo.com/chart/CLXLF,1.01,0.00,0.00%,100,1,184.027M,-6.11
BTOC,https://finance.yahoo.com/quote/BTOC/,Armlogi Holding Corp.,https://finance.yahoo.com/chart/BTOC,4.42,+0.16,+3.76%,"249,860","373,134",184.022M,--
IGDFF,https://finance.yahoo.com/quote/IGDFF/,IG Design Group plc,https://finance.yahoo.com/chart/IGDFF,1.93,0.00,0.00%,"79,000",2,183.89M,--
ELA,https://finance.yahoo.com/quote/ELA/,Envela Corporation,https://finance.yahoo.com/chart/ELA,7.07,+0.31,+4.59%,"11,259","19,472",183.79M,+25.05
DRTTF,https://finance.yahoo.com/quote/DRTTF/,DIRTT Environmental Solutions Ltd.,https://finance.yahoo.com/chart/DRTTF,0.95,+0.03,+3.26%,"3,210","45,106",183.723M,+8.51
MLBEF,https://finance.yahoo.com/quote/MLBEF/,5G Networks Limited,https://finance.yahoo.com/chart/MLBEF,0.11,0.00,0.00%,"10,000","6,737",183.566M,-1.73
BGOUF,https://finance.yahoo.com/quote/BGOUF/,Bang & Olufsen a/s,https://finance.yahoo.com/chart/BGOUF,1.26,0.00,0.00%,"2,500",327,183.403M,-32.08
KRMD,https://finance.yahoo.com/quote/KRMD/,"KORU Medical Systems, Inc.",https://finance.yahoo.com/chart/KRMD,4.00,+0.06,+1.52%,"27,843","72,854",183.349M,--
EMF,https://finance.yahoo.com/quote/EMF/,Templeton Emerging Markets Fund,https://finance.yahoo.com/chart/EMF,12.00,0.00,0.00%,"186,436","44,516",183.301M,+6.80
INSI,https://finance.yahoo.com/quote/INSI/,Insight Select Income Fund,https://finance.yahoo.com/chart/INSI,17.11,-0.00,-0.01%,"74,265","30,963",183.285M,--
PROF,https://finance.yahoo.com/quote/PROF/,Profound Medical Corp.,https://finance.yahoo.com/chart/PROF,7.43,+0.05,+0.68%,"66,854","72,111",183.237M,-6.06
HPURF,https://finance.yahoo.com/quote/HPURF/,Hexagon Purus ASA,https://finance.yahoo.com/chart/HPURF,0.38,0.00,0.00%,"4,000","4,480",183.003M,--
CYDY,https://finance.yahoo.com/quote/CYDY/,CytoDyn Inc.,https://finance.yahoo.com/chart/CYDY,0.15,+0.00,+2.32%,"535,940",2.585M,182.976M,-6.31
RECAF,https://finance.yahoo.com/quote/RECAF/,Reconnaissance Energy Africa Ltd.,https://finance.yahoo.com/chart/RECAF,0.69,-0.00,-0.14%,"67,039","330,196",182.976M,--
VCCTF,https://finance.yahoo.com/quote/VCCTF/,Victoria PLC,https://finance.yahoo.com/chart/VCCTF,1.61,0.00,0.00%,100,"51,169",182.949M,--
EQC,https://finance.yahoo.com/quote/EQC/,Equity Commonwealth,https://finance.yahoo.com/chart/EQC,1.70,+0.02,+1.19%,"633,607",3.391M,182.845M,+52.47
MUEL,https://finance.yahoo.com/quote/MUEL/,Paul Mueller Company,https://finance.yahoo.com/chart/MUEL,195.00,0.00,0.00%,198,88,182.683M,-35.77
KOPN,https://finance.yahoo.com/quote/KOPN/,Kopin Corporation,https://finance.yahoo.com/chart/KOPN,1.19,-0.08,-6.30%,1.473M,1.563M,182.415M,--
TVBCF,https://finance.yahoo.com/quote/TVBCF/,Television Broadcasts Limited,https://finance.yahoo.com/chart/TVBCF,0.39,0.00,0.00%,"16,000",258,182.115M,-2.76
ACEHF,https://finance.yahoo.com/quote/ACEHF/,PT Aspirasi Hidup Indonesia Tbk,https://finance.yahoo.com/chart/ACEHF,0.01,0.00,0.00%,500,114,182.115M,+16.77
KGAUF,https://finance.yahoo.com/quote/KGAUF/,Kongsberg Automotive ASA,https://finance.yahoo.com/chart/KGAUF,0.16,0.00,0.00%,"50,000",32,182.014M,-2.92
MPV,https://finance.yahoo.com/quote/MPV/,Barings Participation Investors,https://finance.yahoo.com/chart/MPV,17.10,+0.68,+4.14%,"35,371","26,377",181.966M,--
OXSQ,https://finance.yahoo.com/quote/OXSQ/,Oxford Square Capital Corp.,https://finance.yahoo.com/chart/OXSQ,2.68,+0.01,+0.37%,"611,675","467,721",181.951M,-36.32
AZ,https://finance.yahoo.com/quote/AZ/,A2Z Cust2Mate Solutions Corp.,https://finance.yahoo.com/chart/AZ,6.98,+0.60,+9.40%,"59,768","112,695",181.941M,--
GXSBY,https://finance.yahoo.com/quote/GXSBY/,Geox S.p.A.,https://finance.yahoo.com/chart/GXSBY,0.71,0.00,0.00%,"1,000",15,181.659M,-10.75
HUMDF,https://finance.yahoo.com/quote/HUMDF/,Hua Medicine (Shanghai) Ltd.,https://finance.yahoo.com/chart/HUMDF,0.15,0.00,0.00%,"5,000",80,181.491M,-5.91
PMDSF,https://finance.yahoo.com/quote/PMDSF/,"Pharma Foods International Co.,",https://finance.yahoo.com/chart/PMDSF,6.40,0.00,0.00%,100,3,181.376M,+8.83
IVA,https://finance.yahoo.com/quote/IVA/,Inventiva S.A.,https://finance.yahoo.com/chart/IVA,2.16,0.00,0.00%,"1,852","22,359",181.282M,-1.19
PCK,https://finance.yahoo.com/quote/PCK/,PIMCO California Municipal Income Fund II,https://finance.yahoo.com/chart/PCK,5.62,+0.01,+0.18%,"132,381","129,104",181.262M,--
MRCC,https://finance.yahoo.com/quote/MRCC/,Monroe Capital Corporation,https://finance.yahoo.com/chart/MRCC,8.36,-0.02,-0.24%,"34,661","66,506",181.13M,--
AKA,https://finance.yahoo.com/quote/AKA/,a.k.a. Brands Holding Corp.,https://finance.yahoo.com/chart/AKA,17.00,-0.48,-2.75%,"13,101","9,418",180.887M,-7.07
BIOA,https://finance.yahoo.com/quote/BIOA/,"BioAge Labs, Inc.",https://finance.yahoo.com/chart/BIOA,5.04,+0.14,+2.86%,"194,691","764,655",180.677M,-0.62
JUBPF,https://finance.yahoo.com/quote/JUBPF/,Jubilee Metals Group PLC,https://finance.yahoo.com/chart/JUBPF,0.06,0.00,0.00%,"10,000","17,365",180.67M,+33.58
OLYFF,https://finance.yahoo.com/quote/OLYFF/,-,https://finance.yahoo.com/chart/OLYFF,75.00,0.00,0.00%,--,15,180.476M,--
AINSF,https://finance.yahoo.com/quote/AINSF/,Ainsworth Game Technology Limited,https://finance.yahoo.com/chart/AINSF,0.48,0.00,0.00%,"7,500","50,114",180.468M,+54.84
JRVR,https://finance.yahoo.com/quote/JRVR/,"James River Group Holdings, Ltd.",https://finance.yahoo.com/chart/JRVR,4.77,+0.09,+1.92%,"240,397","375,193",180.447M,+18.42
MAKOF,https://finance.yahoo.com/quote/MAKOF/,Mako Mining Corp.,https://finance.yahoo.com/chart/MAKOF,2.28,0.00,0.00%,180,"13,550",180.416M,--
NKSH,https://finance.yahoo.com/quote/NKSH/,"National Bankshares, Inc.",https://finance.yahoo.com/chart/NKSH,28.35,-1.31,-4.42%,"11,903","13,034",180.334M,+21.66
IVCHF,https://finance.yahoo.com/quote/IVCHF/,Invicta Holdings Limited,https://finance.yahoo.com/chart/IVCHF,1.86,0.00,0.00%,2,45,180.127M,--
SUGRF,https://finance.yahoo.com/quote/SUGRF/,-,https://finance.yahoo.com/chart/SUGRF,7.90,0.00,0.00%,100,4,179.827M,--
FWEDF,https://finance.yahoo.com/quote/FWEDF/,Fireweed Metals Corp.,https://finance.yahoo.com/chart/FWEDF,0.99,-0.02,-1.82%,"1,450","14,677",179.297M,--
ACRS,https://finance.yahoo.com/quote/ACRS/,"Aclaris Therapeutics, Inc.",https://finance.yahoo.com/chart/ACRS,2.51,0.00,0.00%,"378,510",2.638M,179.292M,-4.67
SB-PC,https://finance.yahoo.com/quote/SB-PC/,"Safe Bulkers, Inc.",https://finance.yahoo.com/chart/SB-PC,25.40,+0.02,+0.10%,944,"1,336",178.529M,+4.92
CYBN,https://finance.yahoo.com/quote/CYBN/,Cybin Inc.,https://finance.yahoo.com/chart/CYBN,8.93,-0.29,-3.15%,"97,629","347,754",178.528M,--
CLTFF,https://finance.yahoo.com/quote/CLTFF/,Celtic plc,https://finance.yahoo.com/chart/CLTFF,1.88,0.00,0.00%,"4,000","3,175",178.309M,+15.92
IGI,https://finance.yahoo.com/quote/IGI/,Western Asset Investment Grade Opportunity Trust Inc.,https://finance.yahoo.com/chart/IGI,16.42,+0.07,+0.43%,"9,738","19,685",178.124M,--
CMCL,https://finance.yahoo.com/quote/CMCL/,Caledonia Mining Corporation Plc,https://finance.yahoo.com/chart/CMCL,9.27,-0.22,-2.32%,"30,773","79,701",178.119M,+23.13
ISSC,https://finance.yahoo.com/quote/ISSC/,"Innovative Solutions and Support, Inc.",https://finance.yahoo.com/chart/ISSC,10.17,+1.23,+13.76%,"573,088","113,308",177.975M,+20.89
DDWWF,https://finance.yahoo.com/quote/DDWWF/,Dividend Growth Split Corp.,https://finance.yahoo.com/chart/DDWWF,4.12,0.00,0.00%,26,--,177.963M,+5.62
STXS,https://finance.yahoo.com/quote/STXS/,"Stereotaxis, Inc.",https://finance.yahoo.com/chart/STXS,2.10,-0.02,-0.94%,"397,645","378,329",177.932M,-8.09
URNAF,https://finance.yahoo.com/quote/URNAF/,Urbana Corporation,https://finance.yahoo.com/chart/URNAF,4.47,0.00,0.00%,100,137,177.791M,--
VBF,https://finance.yahoo.com/quote/VBF/,Invesco Bond Fund,https://finance.yahoo.com/chart/VBF,15.55,0.00,0.00%,"20,351","29,259",177.556M,+966.57
AGXKF,https://finance.yahoo.com/quote/AGXKF/,Anglo Asian Mining PLC,https://finance.yahoo.com/chart/AGXKF,1.25,0.00,0.00%,"15,000","1,972",177.431M,-4.94
BRLT,https://finance.yahoo.com/quote/BRLT/,"Brilliant Earth Group, Inc.",https://finance.yahoo.com/chart/BRLT,1.80,-0.01,-0.55%,"45,627","91,363",177.393M,+64.42
RCKY,https://finance.yahoo.com/quote/RCKY/,"Rocky Brands, Inc.",https://finance.yahoo.com/chart/RCKY,23.78,+0.29,+1.23%,"38,249","46,695",177.252M,+12.05
LOGC,https://finance.yahoo.com/quote/LOGC/,ContextLogic Inc.,https://finance.yahoo.com/chart/LOGC,6.74,+0.05,+0.75%,"108,045","260,268",177.162M,-1.15
SB-PD,https://finance.yahoo.com/quote/SB-PD/,"Safe Bulkers, Inc.",https://finance.yahoo.com/chart/SB-PD,25.30,+0.05,+0.20%,"1,413","2,063",177.04M,+4.92
EXSR,https://finance.yahoo.com/quote/EXSR/,"Exchange Bank (Santa Rosa, CA)",https://finance.yahoo.com/chart/EXSR,103.26,0.00,0.00%,"1,200",300,177.023M,+14.60
TMQ,https://finance.yahoo.com/quote/TMQ/,Trilogy Metals Inc.,https://finance.yahoo.com/chart/TMQ,1.10,-0.05,-4.35%,"200,406",1.843M,176.993M,-15.36
HQI,https://finance.yahoo.com/quote/HQI/,"HireQuest, Inc.",https://finance.yahoo.com/chart/HQI,12.61,-0.57,-4.32%,"8,218","15,368",176.893M,+103.62
SYNNF,https://finance.yahoo.com/quote/SYNNF/,Symphony International Holdings Limited,https://finance.yahoo.com/chart/SYNNF,0.32,0.00,0.00%,"40,904","2,022",176.857M,-7.29
BRKH,https://finance.yahoo.com/quote/BRKH/,BurTech Acquisition Corp.,https://finance.yahoo.com/chart/BRKH,11.66,-1.28,-9.89%,"33,431","68,141",176.797M,--
MHH,https://finance.yahoo.com/quote/MHH/,"Mastech Digital, Inc.",https://finance.yahoo.com/chart/MHH,15.10,+0.80,+5.59%,"12,414","33,981",176.761M,-64.99
CRGO,https://finance.yahoo.com/quote/CRGO/,Freightos Limited,https://finance.yahoo.com/chart/CRGO,3.58,+0.28,+8.48%,"183,448","123,545",176.704M,--
GNFTF,https://finance.yahoo.com/quote/GNFTF/,Genfit S.A.,https://finance.yahoo.com/chart/GNFTF,3.54,0.00,0.00%,200,37,176.669M,+11.18
PROP,https://finance.yahoo.com/quote/PROP/,Prairie Operating Co.,https://finance.yahoo.com/chart/PROP,7.70,-0.02,-0.26%,"511,147","147,436",176.524M,-1.46
NHHS,https://finance.yahoo.com/quote/NHHS/,"NorthStar Healthcare Income, Inc.",https://finance.yahoo.com/chart/NHHS,0.95,0.00,0.00%,"16,650","3,401",176.426M,--
TCX,https://finance.yahoo.com/quote/TCX/,Tucows Inc.,https://finance.yahoo.com/chart/TCX,16.03,-0.44,-2.67%,"23,540","40,180",176.405M,-1.93
UBAAF,https://finance.yahoo.com/quote/UBAAF/,Urbana Corporation,https://finance.yahoo.com/chart/UBAAF,4.30,0.00,0.00%,"7,500","3,827",176.229M,--
EVTL,https://finance.yahoo.com/quote/EVTL/,Vertical Aerospace Ltd.,https://finance.yahoo.com/chart/EVTL,9.22,-1.24,-11.85%,"213,416","206,359",176.169M,-1.32
FSFG,https://finance.yahoo.com/quote/FSFG/,"First Savings Financial Group, Inc.",https://finance.yahoo.com/chart/FSFG,25.54,+0.55,+2.20%,"17,016","18,926",175.897M,+14.54
FPLPF,https://finance.yahoo.com/quote/FPLPF/,Vanquis Banking Group plc,https://finance.yahoo.com/chart/FPLPF,0.69,0.00,0.00%,"1,000",11,175.819M,-3.72
FLC,https://finance.yahoo.com/quote/FLC/,Flaherty & Crumrine Total Return Fund Inc.,https://finance.yahoo.com/chart/FLC,16.81,+0.04,+0.24%,"13,260","31,272",175.779M,+6.05
NKTX,https://finance.yahoo.com/quote/NKTX/,"Nkarta, Inc.",https://finance.yahoo.com/chart/NKTX,2.49,+0.25,+11.16%,1.686M,1.552M,175.716M,-1.62
TGDLF,https://finance.yahoo.com/quote/TGDLF/,Tongdao Liepin Group,https://finance.yahoo.com/chart/TGDLF,0.37,0.00,0.00%,"51,800",632,175.542M,--
QGLHF,https://finance.yahoo.com/quote/QGLHF/,"Qingling Motors Co., Ltd.",https://finance.yahoo.com/chart/QGLHF,0.07,0.00,0.00%,"2,000",161,175.38M,-15.20
SPKL,https://finance.yahoo.com/quote/SPKL/,Spark I Acquisition Corporation,https://finance.yahoo.com/chart/SPKL,10.68,+0.01,+0.09%,98,"22,044",175.375M,--
CLAR,https://finance.yahoo.com/quote/CLAR/,Clarus Corporation,https://finance.yahoo.com/chart/CLAR,4.57,+0.02,+0.44%,"89,841","219,500",175.315M,-7.53
AIMFF,https://finance.yahoo.com/quote/AIMFF/,Aimia Inc.,https://finance.yahoo.com/chart/AIMFF,1.82,+0.03,+1.68%,100,"21,327",175.288M,-2.82
SMTLF,https://finance.yahoo.com/quote/SMTLF/,GCL New Energy Holdings Limited,https://finance.yahoo.com/chart/SMTLF,0.06,0.00,0.00%,32,114,175.116M,-0.82
NOTE,https://finance.yahoo.com/quote/NOTE/,"FiscalNote Holdings, Inc.",https://finance.yahoo.com/chart/NOTE,1.24,-0.11,-8.15%,2.265M,1.85M,175.108M,-3.69
BCHG,https://finance.yahoo.com/quote/BCHG/,Grayscale Bitcoin Cash Trust,https://finance.yahoo.com/chart/BCHG,5.51,+0.14,+2.61%,"80,559","405,678",175.084M,--
NWAU,https://finance.yahoo.com/quote/NWAU/,"Consumer Automotive Finance, Inc.",https://finance.yahoo.com/chart/NWAU,0.00,0.00,0.00%,"1,000","2,915",175.028M,-0.00
EML,https://finance.yahoo.com/quote/EML/,The Eastern Company,https://finance.yahoo.com/chart/EML,28.30,+0.42,+1.51%,"24,928","14,878",174.984M,+13.48
MACIU,https://finance.yahoo.com/quote/MACIU/,Melar Acquisition Corp. I,https://finance.yahoo.com/chart/MACIU,10.12,-0.38,-3.62%,3,85,174.57M,--
KWGPF,https://finance.yahoo.com/quote/KWGPF/,KWG Group Holdings Limited,https://finance.yahoo.com/chart/KWGPF,0.05,0.00,0.00%,"15,651",27,174.329M,-0.09
SKGR,https://finance.yahoo.com/quote/SKGR/,SK Growth Opportunities Corporation,https://finance.yahoo.com/chart/SKGR,11.64,+0.02,+0.13%,"4,739","41,403",174.211M,--
VTEPF,https://finance.yahoo.com/quote/VTEPF/,Videndum Plc,https://finance.yahoo.com/chart/VTEPF,1.82,0.00,0.00%,100,621,174.164M,-7.34
IARGF,https://finance.yahoo.com/quote/IARGF/,IAR Systems Group AB (publ),https://finance.yahoo.com/chart/IARGF,12.00,0.00,0.00%,100,3,174.079M,-10.77
KEQU,https://finance.yahoo.com/quote/KEQU/,Kewaunee Scientific Corporation,https://finance.yahoo.com/chart/KEQU,60.60,+2.21,+3.78%,"22,858","21,652",174.032M,+6.14
ALMTF,https://finance.yahoo.com/quote/ALMTF/,Almonty Industries Inc.,https://finance.yahoo.com/chart/ALMTF,0.67,-0.00,-0.02%,"1,250","29,326",173.961M,--
CRDF,https://finance.yahoo.com/quote/CRDF/,"Cardiff Oncology, Inc.",https://finance.yahoo.com/chart/CRDF,3.40,-0.04,-1.16%,"687,016",2.137M,173.855M,-3.12
FLL,https://finance.yahoo.com/quote/FLL/,"Full House Resorts, Inc.",https://finance.yahoo.com/chart/FLL,4.88,-0.01,-0.20%,"92,561","174,401",173.733M,-4.10
HGLB,https://finance.yahoo.com/quote/HGLB/,Highland Global Allocation Fund,https://finance.yahoo.com/chart/HGLB,7.60,+0.07,+0.93%,"56,236","69,385",173.7M,--
SHANF,https://finance.yahoo.com/quote/SHANF/,Shandong Molong Petroleum Machinery Company Limited,https://finance.yahoo.com/chart/SHANF,0.23,0.00,0.00%,306,4,173.388M,-3.52
BSIIU,https://finance.yahoo.com/quote/BSIIU/,Black Spade Acquisition II Co,https://finance.yahoo.com/chart/BSIIU,10.05,0.00,0.00%,8,"13,714",173.363M,--
GNFT,https://finance.yahoo.com/quote/GNFT/,Genfit S.A.,https://finance.yahoo.com/chart/GNFT,3.44,-0.02,-0.43%,"1,886","6,731",173.324M,+11.18
SYAXF,https://finance.yahoo.com/quote/SYAXF/,Sayona Mining Limited,https://finance.yahoo.com/chart/SYAXF,0.01,-0.00,-10.18%,"714,313","890,839",173.149M,-3.43
JDSEF,https://finance.yahoo.com/quote/JDSEF/,Jadestone Energy plc,https://finance.yahoo.com/chart/JDSEF,0.20,0.00,0.00%,"2,500",81,173.144M,-2.68
ADFJF,https://finance.yahoo.com/quote/ADFJF/,ADF Group Inc.,https://finance.yahoo.com/chart/ADFJF,5.92,0.00,0.00%,100,"6,926",173.082M,+5.60
SYKKF,https://finance.yahoo.com/quote/SYKKF/,Soliton Systems K.K.,https://finance.yahoo.com/chart/SYKKF,8.75,0.00,0.00%,--,--,173.061M,+14.64
KRIUF,https://finance.yahoo.com/quote/KRIUF/,The Keg Royalties Income Fund,https://finance.yahoo.com/chart/KRIUF,10.33,0.00,0.00%,640,104,172.897M,+37.45
GRRR,https://finance.yahoo.com/quote/GRRR/,Gorilla Technology Group Inc.,https://finance.yahoo.com/chart/GRRR,14.89,-0.93,-5.88%,2.139M,2.335M,172.894M,+1.96
EXCE,https://finance.yahoo.com/quote/EXCE/,"EXCO Resources, Inc.",https://finance.yahoo.com/chart/EXCE,8.01,0.00,0.00%,"1,131","1,172",172.892M,-0.92
ACRV,https://finance.yahoo.com/quote/ACRV/,"Acrivon Therapeutics, Inc.",https://finance.yahoo.com/chart/ACRV,5.55,+0.01,+0.18%,"43,244","51,447",172.806M,--
FBIP,https://finance.yahoo.com/quote/FBIP/,"FNB Bancorp, Inc.",https://finance.yahoo.com/chart/FBIP,70.50,0.00,0.00%,100,24,171.928M,--
MRBK,https://finance.yahoo.com/quote/MRBK/,Meridian Corporation,https://finance.yahoo.com/chart/MRBK,15.29,+0.27,+1.80%,"36,529","25,234",171.861M,+13.92
WEBC,https://finance.yahoo.com/quote/WEBC/,"Webco Industries, Inc.",https://finance.yahoo.com/chart/WEBC,200.05,+0.05,+0.03%,602,72,171.805M,--
ALKEF,https://finance.yahoo.com/quote/ALKEF/,Alkane Resources Ltd,https://finance.yahoo.com/chart/ALKEF,0.28,0.00,0.00%,"5,000","10,285",171.674M,+16.78
LXEO,https://finance.yahoo.com/quote/LXEO/,"Lexeo Therapeutics, Inc.",https://finance.yahoo.com/chart/LXEO,5.19,-0.30,-5.46%,"338,075","386,770",171.672M,--
HNVR,https://finance.yahoo.com/quote/HNVR/,"Hanover Bancorp, Inc.",https://finance.yahoo.com/chart/HNVR,24.00,+0.82,+3.54%,"11,200","22,527",171.662M,-0.90
UBFO,https://finance.yahoo.com/quote/UBFO/,United Security Bancshares,https://finance.yahoo.com/chart/UBFO,9.89,+0.14,+1.44%,"37,951","24,988",171.322M,+9.15
ENX,https://finance.yahoo.com/quote/ENX/,Eaton Vance New York Municipal Bond Fund,https://finance.yahoo.com/chart/ENX,9.53,+0.02,+0.26%,"14,574","42,732",171.261M,+31.02
PESI,https://finance.yahoo.com/quote/PESI/,"Perma-Fix Environmental Services, Inc.",https://finance.yahoo.com/chart/PESI,10.80,-0.01,-0.09%,"71,236","145,001",171.15M,--
SCPH,https://finance.yahoo.com/quote/SCPH/,scPharmaceuticals Inc.,https://finance.yahoo.com/chart/SCPH,3.42,-0.08,-2.29%,"181,446","435,119",171.137M,-1.99
INFU,https://finance.yahoo.com/quote/INFU/,"InfuSystem Holdings, Inc.",https://finance.yahoo.com/chart/INFU,8.04,-0.06,-0.74%,"44,801","72,577",170.959M,+127.88
RRACF,https://finance.yahoo.com/quote/RRACF/,Rigel Resource Acquisition Corp.,https://finance.yahoo.com/chart/RRACF,11.67,0.00,0.00%,"50,200","13,295",170.727M,--
TROO,https://finance.yahoo.com/quote/TROO/,"TROOPS, Inc.",https://finance.yahoo.com/chart/TROO,1.68,-0.05,-2.89%,4.087M,"92,908",170.685M,-94.00
MED,https://finance.yahoo.com/quote/MED/,"Medifast, Inc.",https://finance.yahoo.com/chart/MED,15.60,+0.31,+2.03%,"378,488","222,891",170.63M,+29.40
AXR,https://finance.yahoo.com/quote/AXR/,AMREP Corporation,https://finance.yahoo.com/chart/AXR,32.27,+1.52,+4.94%,"46,035","28,059",170.626M,+19.31
MLLNF,https://finance.yahoo.com/quote/MLLNF/,Malin Corporation plc,https://finance.yahoo.com/chart/MLLNF,6.40,0.00,0.00%,"8,466",5,170.47M,-103.95
OGI,https://finance.yahoo.com/quote/OGI/,Organigram Holdings Inc.,https://finance.yahoo.com/chart/OGI,1.57,+0.03,+1.95%,"428,501","702,268",170.46M,-0.79
CLPR,https://finance.yahoo.com/quote/CLPR/,Clipper Realty Inc.,https://finance.yahoo.com/chart/CLPR,4.02,-0.17,-4.06%,"98,398","161,709",170.427M,-19.52
ZNTL,https://finance.yahoo.com/quote/ZNTL/,"Zentalis Pharmaceuticals, Inc.",https://finance.yahoo.com/chart/ZNTL,2.39,-0.46,-16.14%,3.41M,1.376M,170.324M,-1.55
DBMG,https://finance.yahoo.com/quote/DBMG/,DBM Global Inc.,https://finance.yahoo.com/chart/DBMG,40.50,0.00,0.00%,7,11,170.219M,+9.34
ONDS,https://finance.yahoo.com/quote/ONDS/,Ondas Holdings Inc.,https://finance.yahoo.com/chart/ONDS,2.20,-0.01,-0.45%,3.879M,5.382M,170.044M,-1.07
MYFW,https://finance.yahoo.com/quote/MYFW/,"First Western Financial, Inc.",https://finance.yahoo.com/chart/MYFW,17.59,-0.35,-1.95%,"23,963","28,101",169.992M,+79.52
NRO,https://finance.yahoo.com/quote/NRO/,Neuberger Berman Real Estate Securities Income Fund Inc.,https://finance.yahoo.com/chart/NRO,3.58,+0.03,+0.85%,"302,509","163,454",169.955M,+20.33
FBSFF,https://finance.yahoo.com/quote/FBSFF/,Fabasoft AG,https://finance.yahoo.com/chart/FBSFF,15.61,0.00,0.00%,20,41,169.659M,--
WBX,https://finance.yahoo.com/quote/WBX/,Wallbox N.V.,https://finance.yahoo.com/chart/WBX,0.56,+0.00,+0.07%,"261,987","894,426",169.547M,-1.50
ADCT,https://finance.yahoo.com/quote/ADCT/,ADC Therapeutics SA,https://finance.yahoo.com/chart/ADCT,1.75,-0.03,-1.69%,"380,961","897,736",169.207M,-1.21
BKKT,https://finance.yahoo.com/quote/BKKT/,"Bakkt Holdings, Inc.",https://finance.yahoo.com/chart/BKKT,26.11,+1.94,+8.03%,"364,790","942,011",169.099M,--
AWCA,https://finance.yahoo.com/quote/AWCA/,"Awaysis Capital, Inc.",https://finance.yahoo.com/chart/AWCA,0.44,0.00,0.00%,"25,900","10,069",169.086M,--
GXSBF,https://finance.yahoo.com/quote/GXSBF/,Geox S.p.A.,https://finance.yahoo.com/chart/GXSBF,0.60,0.00,0.00%,"1,000",20,169.065M,-10.75
